,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
340284,1004354,P00102642,M,36-45,14,B,2,0.0,4,8.0,9.0,3546
340285,1004354,P00228242,M,36-45,14,B,2,0.0,8,,,5967
340286,1004354,P00058042,M,36-45,14,B,2,0.0,8,16.0,,6135
340287,1004354,P00046742,M,36-45,14,B,2,0.0,1,2.0,15.0,19337
340288,1004354,P00233342,M,36-45,14,B,2,0.0,1,15.0,16.0,19014
340289,1004354,P00271442,M,36-45,14,B,2,0.0,18,,,3780
340290,1004354,P00326242,M,36-45,14,B,2,0.0,2,18.0,,16194
340291,1004354,P00313742,M,36-45,14,B,2,0.0,18,,,3785
340292,1004354,P00266542,M,36-45,14,B,2,0.0,2,16.0,,16480
340293,1004354,P00193742,M,36-45,14,B,2,0.0,8,15.0,,4021
340294,1004354,P00109142,M,36-45,14,B,2,0.0,8,17.0,,7986
340295,1004354,P00362842,M,36-45,14,B,2,0.0,5,18.0,,8670
340296,1004354,P00175242,M,36-45,14,B,2,0.0,2,,,15882
340340,1004363,P00114342,M,36-45,14,C,2,1.0,1,8.0,17.0,19412
340341,1004363,P00106042,M,36-45,14,C,2,1.0,5,,,8676
340342,1004363,P00125342,M,36-45,14,C,2,1.0,11,,,4645
340343,1004363,P00278042,M,36-45,14,C,2,1.0,1,,,19349
340344,1004363,P00357042,M,36-45,14,C,2,1.0,5,,,8737
340345,1004363,P00030842,M,36-45,14,C,2,1.0,1,2.0,15.0,15230
340346,1004363,P00114142,M,36-45,14,C,2,1.0,8,,,9959
340347,1004363,P00057642,M,36-45,14,C,2,1.0,1,15.0,16.0,19086
341003,1004455,P00105142,M,36-45,7,B,1,0.0,1,2.0,15.0,19552
341068,1004469,P00293842,F,46-50,12,A,3,1.0,1,2.0,9.0,8140
341069,1004469,P00250042,F,46-50,12,A,3,1.0,8,14.0,,7916
341800,1004573,P00258742,M,51-55,16,C,1,1.0,5,,,7168
341801,1004573,P00119642,M,51-55,16,C,1,1.0,1,2.0,8.0,19487
341802,1004573,P00115942,M,51-55,16,C,1,1.0,8,17.0,,10002
341803,1004573,P00041542,M,51-55,16,C,1,1.0,8,,,10081
341804,1004573,P00041842,M,51-55,16,C,1,1.0,6,8.0,,16618
341805,1004573,P00266542,M,51-55,16,C,1,1.0,2,16.0,,12951
341806,1004573,P00289342,M,51-55,16,C,1,1.0,5,8.0,14.0,8792
341901,1004590,P00184942,F,18-25,20,A,4+,0.0,1,8.0,17.0,15917
341912,1004592,P00277942,M,18-25,4,A,3,0.0,1,,,11891
341913,1004592,P00057642,M,18-25,4,A,3,0.0,1,15.0,16.0,12005
341914,1004592,P00289242,M,18-25,4,A,3,0.0,1,8.0,,15286
341915,1004592,P00045342,M,18-25,4,A,3,0.0,1,5.0,17.0,12033
341916,1004592,P00220142,M,18-25,4,A,3,0.0,1,15.0,,4345
341917,1004592,P00059742,M,18-25,4,A,3,0.0,1,11.0,15.0,4149
341918,1004592,P00258742,M,18-25,4,A,3,0.0,5,,,8861
341919,1004592,P00251242,M,18-25,4,A,3,0.0,5,11.0,,6854
341920,1004592,P00161442,M,18-25,4,A,3,0.0,5,14.0,,6864
341921,1004592,P00120642,M,18-25,4,A,3,0.0,5,,,8611
341922,1004592,P00230942,M,18-25,4,A,3,0.0,5,14.0,,8859
341923,1004592,P00022542,M,18-25,4,A,3,0.0,5,,,3759
341924,1004592,P00251342,M,18-25,4,A,3,0.0,5,11.0,,5477
341925,1004592,P00303142,M,18-25,4,A,3,0.0,5,,,3714
342076,1004624,P00216742,M,26-35,12,C,2,0.0,5,,,8799
342077,1004624,P00020242,M,26-35,12,C,2,0.0,8,14.0,,4123
342078,1004624,P00115142,M,26-35,12,C,2,0.0,1,8.0,17.0,19186
342155,1004641,P00100742,M,26-35,7,C,1,1.0,5,17.0,,7016
342156,1004641,P00328742,M,26-35,7,C,1,1.0,1,17.0,,11780
342157,1004641,P00220442,M,26-35,7,C,1,1.0,5,14.0,,6960
342158,1004641,P00108442,M,26-35,7,C,1,1.0,5,,,8742
342159,1004641,P00022942,M,26-35,7,C,1,1.0,5,8.0,,8839
342171,1004644,P00033942,M,51-55,1,C,4+,1.0,5,,,5405
342172,1004644,P00038042,M,51-55,1,C,4+,1.0,8,14.0,17.0,7879
342173,1004644,P00285842,M,51-55,1,C,4+,1.0,5,,,5175
342174,1004644,P00328442,M,51-55,1,C,4+,1.0,5,14.0,,5203
342406,1004679,P00315942,M,55+,13,C,4+,1.0,1,2.0,,8033
342407,1004679,P00029142,M,55+,13,C,4+,1.0,8,,,8094
342473,1004687,P00122442,M,36-45,14,C,0,1.0,1,11.0,15.0,7685
342474,1004687,P00029842,M,36-45,14,C,0,1.0,8,,,10032
342475,1004687,P00326642,M,36-45,14,C,0,1.0,8,,,9707
342476,1004687,P00025442,M,36-45,14,C,0,1.0,1,2.0,9.0,19137
342477,1004687,P00266642,M,36-45,14,C,0,1.0,1,8.0,9.0,11462
342478,1004687,P00030942,M,36-45,14,C,0,1.0,4,5.0,9.0,2075
342743,1004733,P00150942,M,18-25,18,C,1,0.0,6,11.0,13.0,16269
342744,1004733,P00228642,M,18-25,18,C,1,0.0,5,18.0,,7036
342745,1004733,P00295342,M,18-25,18,C,1,0.0,2,8.0,,16294
342746,1004733,P00053442,M,18-25,18,C,1,0.0,1,2.0,16.0,15750
342904,1004766,P00279542,M,36-45,16,A,3,1.0,8,,,4093
342905,1004766,P00270542,M,36-45,16,A,3,1.0,1,6.0,8.0,11532
342963,1004780,P00323642,M,26-35,12,A,3,0.0,8,,,9742
342964,1004780,P00051442,M,26-35,12,A,3,0.0,8,17.0,,9751
342965,1004780,P00116842,M,26-35,12,A,3,0.0,2,5.0,8.0,16188
342966,1004780,P0097242,M,26-35,12,A,3,0.0,1,16.0,,15523
342967,1004780,P00113042,M,26-35,12,A,3,0.0,11,16.0,,4660
342968,1004780,P00296042,M,26-35,12,A,3,0.0,8,13.0,16.0,7991
343254,1004817,P00086342,M,26-35,1,C,1,0.0,8,,,9770
343255,1004817,P00057742,M,26-35,1,C,1,0.0,2,8.0,18.0,16091
343559,1004873,P00291942,M,55+,11,C,1,0.0,8,17.0,,7957
343678,1004894,P00127042,M,36-45,7,C,1,0.0,4,5.0,,782
343679,1004894,P00044442,M,36-45,7,C,1,0.0,1,16.0,,15361
343726,1004901,P00216142,M,26-35,7,C,1,0.0,1,16.0,,15505
343727,1004901,P00116842,M,26-35,7,C,1,0.0,2,5.0,8.0,10020
343728,1004901,P00212242,M,26-35,7,C,1,0.0,8,,,8081
343729,1004901,P00190142,M,26-35,7,C,1,0.0,3,4.0,5.0,10643
343730,1004901,P00112542,M,26-35,7,C,1,0.0,1,11.0,15.0,15160
343731,1004901,P00193642,M,26-35,7,C,1,0.0,2,3.0,4.0,10116
343732,1004901,P00111942,M,26-35,7,C,1,0.0,8,17.0,,9753
343733,1004901,P00180342,M,26-35,7,C,1,0.0,11,,,4558
343850,1004921,P00174442,F,26-35,15,B,3,1.0,5,,,8878
343851,1004921,P00135142,F,26-35,15,B,3,1.0,13,16.0,,585
343852,1004921,P00254542,F,26-35,15,B,3,1.0,8,13.0,,6013
343877,1004929,P00086242,M,46-50,1,C,1,1.0,10,,,23226
343878,1004929,P00176542,M,46-50,1,C,1,1.0,8,14.0,17.0,9971
344165,1004967,P00278942,M,18-25,4,C,0,0.0,1,2.0,3.0,19510
344166,1004967,P00346242,M,18-25,4,C,0,0.0,1,15.0,,4429
344167,1004967,P00112142,M,18-25,4,C,0,0.0,1,2.0,14.0,19501
344168,1004967,P00051442,M,18-25,4,C,0,0.0,8,17.0,,9890
344169,1004967,P00273642,M,18-25,4,C,0,0.0,8,14.0,,9814
344181,1004973,P00289942,F,55+,2,C,1,1.0,3,4.0,5.0,13688
344182,1004973,P00001742,F,55+,2,C,1,1.0,8,14.0,,9838
344183,1004973,P00178042,F,55+,2,C,1,1.0,8,14.0,,8007
344184,1004973,P00115642,F,55+,2,C,1,1.0,8,14.0,,8049
344185,1004973,P00323542,F,55+,2,C,1,1.0,8,18.0,,5936
344186,1004973,P00322442,F,55+,2,C,1,1.0,8,,,8004
344682,1005049,P00070942,M,26-35,12,B,0,1.0,3,5.0,16.0,13522
344683,1005049,P00313142,M,26-35,12,B,0,1.0,8,,,8000
344684,1005049,P00003442,M,26-35,12,B,0,1.0,4,5.0,8.0,3454
344685,1005049,P00051442,M,26-35,12,B,0,1.0,8,17.0,,9911
344686,1005049,P00129642,M,26-35,12,B,0,1.0,5,,,7162
344687,1005049,P00052842,M,26-35,12,B,0,1.0,10,15.0,,23699
344688,1005049,P00295942,M,26-35,12,B,0,1.0,2,5.0,15.0,15931
344689,1005049,P00240142,M,26-35,12,B,0,1.0,5,,,6991
344690,1005049,P00167942,M,26-35,12,B,0,1.0,1,5.0,,15280
344691,1005049,P00255742,M,26-35,12,B,0,1.0,3,4.0,,10704
345066,1005107,P00324942,F,46-50,0,B,0,0.0,5,,,7145
345067,1005107,P00116242,F,46-50,0,B,0,0.0,8,15.0,,8141
345068,1005107,P00145442,F,46-50,0,B,0,0.0,8,15.0,,5871
345069,1005107,P00242742,F,46-50,0,B,0,0.0,1,2.0,9.0,15601
345070,1005107,P00122442,F,46-50,0,B,0,0.0,1,11.0,15.0,8275
345071,1005107,P00111142,F,46-50,0,B,0,0.0,1,15.0,16.0,11935
345072,1005107,P00002142,F,46-50,0,B,0,0.0,1,5.0,8.0,19641
345073,1005107,P00222242,F,46-50,0,B,0,0.0,1,2.0,13.0,19135
345074,1005107,P00233042,F,46-50,0,B,0,0.0,1,8.0,,4378
345075,1005107,P00106742,F,46-50,0,B,0,0.0,3,5.0,,11006
345076,1005107,P00057542,F,46-50,0,B,0,0.0,3,4.0,5.0,10580
345077,1005107,P00130442,F,46-50,0,B,0,0.0,3,5.0,,8016
345078,1005107,P0099842,F,46-50,0,B,0,0.0,5,12.0,14.0,7149
345079,1005107,P00022942,F,46-50,0,B,0,0.0,5,8.0,,5370
345080,1005107,P00220342,F,46-50,0,B,0,0.0,5,,,6926
345081,1005107,P00120142,F,46-50,0,B,0,0.0,5,,,1735
345082,1005107,P00166742,F,46-50,0,B,0,0.0,5,16.0,,6914
345083,1005107,P00192942,F,46-50,0,B,0,0.0,5,,,3528
345084,1005107,P00210442,F,46-50,0,B,0,0.0,5,,,7190
345085,1005107,P00177342,F,46-50,0,B,0,0.0,8,,,8110
345086,1005107,P00230842,F,46-50,0,B,0,0.0,8,,,7911
345087,1005107,P00120242,F,46-50,0,B,0,0.0,8,,,9715
345088,1005107,P00120842,F,46-50,0,B,0,0.0,8,17.0,,7914
345089,1005107,P00303742,F,46-50,0,B,0,0.0,8,,,9945
345090,1005107,P00039942,F,46-50,0,B,0,0.0,8,,,7887
345091,1005107,P00150142,F,46-50,0,B,0,0.0,8,,,8010
345092,1005107,P00166842,F,46-50,0,B,0,0.0,8,,,2324
345093,1005107,P00189142,F,46-50,0,B,0,0.0,8,,,5820
345094,1005107,P00165942,F,46-50,0,B,0,0.0,8,,,8024
345095,1005107,P0098942,F,46-50,0,B,0,0.0,8,,,5878
345096,1005107,P00188842,F,46-50,0,B,0,0.0,8,,,7820
345097,1005107,P00344342,F,46-50,0,B,0,0.0,8,14.0,,6184
345098,1005107,P00349242,F,46-50,0,B,0,0.0,8,,,8023
345265,1005135,P00258742,M,36-45,7,C,4+,0.0,5,,,8831
345266,1005135,P00073842,M,36-45,7,C,4+,0.0,1,15.0,17.0,19008
345613,1005207,P00271242,M,26-35,0,A,3,1.0,8,14.0,,8011
345614,1005207,P00221442,M,26-35,0,A,3,1.0,1,2.0,5.0,15702
345701,1005224,P00251642,M,36-45,1,A,1,1.0,1,2.0,4.0,8272
346084,1005300,P00274942,M,26-35,20,A,0,1.0,8,,,8102
346085,1005300,P00012142,M,26-35,20,A,0,1.0,5,,,8735
346086,1005300,P00042842,M,26-35,20,A,0,1.0,5,,,8574
346087,1005300,P00004542,M,26-35,20,A,0,1.0,5,8.0,,7074
346088,1005300,P00259342,M,26-35,20,A,0,1.0,5,9.0,,7023
346089,1005300,P00024042,M,26-35,20,A,0,1.0,7,,,20452
346090,1005300,P00343942,M,26-35,20,A,0,1.0,7,,,20860
346091,1005300,P00296742,M,26-35,20,A,0,1.0,8,,,5912
346092,1005300,P00290242,M,26-35,20,A,0,1.0,8,14.0,17.0,9891
346093,1005300,P00323942,M,26-35,20,A,0,1.0,8,15.0,,9950
346094,1005300,P00246142,M,26-35,20,A,0,1.0,1,15.0,17.0,19654
346095,1005300,P00334242,M,26-35,20,A,0,1.0,1,8.0,,15334
346096,1005300,P00355142,M,26-35,20,A,0,1.0,1,15.0,,15655
346097,1005300,P00365242,M,26-35,20,A,0,1.0,5,8.0,,7117
346302,1005330,P00080342,F,26-35,0,C,2,0.0,1,6.0,8.0,15250
346303,1005330,P00051442,F,26-35,0,C,2,0.0,8,17.0,,4177
346304,1005330,P00029842,F,26-35,0,C,2,0.0,8,,,7801
346423,1005349,P00184942,F,51-55,2,C,1,1.0,1,8.0,17.0,15260
346424,1005349,P00102342,F,51-55,2,C,1,1.0,8,14.0,17.0,10048
346425,1005349,P00048442,F,51-55,2,C,1,1.0,5,14.0,,8649
346426,1005349,P00302442,F,51-55,2,C,1,1.0,5,6.0,,6917
346427,1005349,P00157842,F,51-55,2,C,1,1.0,8,,,4114
346428,1005349,P00049542,F,51-55,2,C,1,1.0,8,,,9970
346429,1005349,P00260042,F,51-55,2,C,1,1.0,5,8.0,,8784
346430,1005349,P00329442,F,51-55,2,C,1,1.0,5,8.0,,8887
346431,1005349,P00282642,F,51-55,2,C,1,1.0,5,,,8723
346432,1005349,P00005142,F,51-55,2,C,1,1.0,5,,,8846
346433,1005349,P00110742,F,51-55,2,C,1,1.0,1,2.0,8.0,15795
346519,1005365,P00018242,M,18-25,12,C,0,0.0,5,,,5424
346520,1005365,P00209142,M,18-25,12,C,0,0.0,5,8.0,,5201
346521,1005365,P00170642,M,18-25,12,C,0,0.0,5,8.0,,7101
346522,1005365,P00242742,M,18-25,12,C,0,0.0,1,2.0,9.0,19645
346523,1005365,P00022542,M,18-25,12,C,0,0.0,5,,,6893
346524,1005365,P00052942,M,18-25,12,C,0,0.0,5,,,5158
346525,1005365,P00237142,M,18-25,12,C,0,0.0,5,,,7078
346526,1005365,P00040642,M,18-25,12,C,0,0.0,5,,,3606
346590,1005368,P00346342,F,26-35,17,C,1,1.0,1,15.0,,11804
346591,1005368,P00208742,F,26-35,17,C,1,1.0,1,6.0,16.0,11665
346618,1005375,P00270542,M,26-35,0,C,0,0.0,1,6.0,8.0,19455
346694,1005394,P00255842,M,18-25,0,A,2,1.0,16,,,20233
346695,1005394,P00357642,M,18-25,0,A,2,1.0,5,,,7069
346696,1005394,P0099042,M,18-25,0,A,2,1.0,5,12.0,14.0,5219
346697,1005394,P00036342,M,18-25,0,A,2,1.0,5,8.0,,5400
346698,1005394,P00228042,M,18-25,0,A,2,1.0,5,,,3543
346699,1005394,P00011842,M,18-25,0,A,2,1.0,5,14.0,,5145
346700,1005394,P00280742,M,18-25,0,A,2,1.0,6,8.0,,16205
346701,1005394,P00125742,M,18-25,0,A,2,1.0,8,,,5828
346702,1005394,P00025342,M,18-25,0,A,2,1.0,6,8.0,16.0,8430
346703,1005394,P0094942,M,18-25,0,A,2,1.0,4,8.0,,1407
346704,1005394,P00037742,M,18-25,0,A,2,1.0,8,,,4199
346705,1005394,P00364842,M,18-25,0,A,2,1.0,5,16.0,,7007
346706,1005394,P00127242,M,18-25,0,A,2,1.0,1,16.0,,11703
346707,1005394,P00226642,M,18-25,0,A,2,1.0,5,6.0,,5302
346708,1005394,P00201342,M,18-25,0,A,2,1.0,1,2.0,9.0,11843
346709,1005394,P00243942,M,18-25,0,A,2,1.0,1,2.0,15.0,11389
346710,1005394,P00085042,M,18-25,0,A,2,1.0,5,6.0,,7041
346711,1005394,P00132042,M,18-25,0,A,2,1.0,13,16.0,,394
346712,1005394,P00102142,M,18-25,0,A,2,1.0,13,16.0,,378
346713,1005394,P00238342,M,18-25,0,A,2,1.0,8,,,8101
346714,1005394,P00001042,M,18-25,0,A,2,1.0,1,2.0,16.0,11413
346825,1005419,P00010942,F,18-25,12,C,3,1.0,1,2.0,6.0,11865
346826,1005419,P00318442,F,18-25,12,C,3,1.0,8,,,6130
346827,1005419,P00176142,F,18-25,12,C,3,1.0,8,,,4206
346828,1005419,P00115442,F,18-25,12,C,3,1.0,8,,,7977
346829,1005419,P00153742,F,18-25,12,C,3,1.0,8,,,8137
346830,1005419,P00210042,F,18-25,12,C,3,1.0,8,14.0,,7862
347219,1005483,P00346642,F,26-35,6,B,3,0.0,8,,,6178
347220,1005483,P00118842,F,26-35,6,B,3,0.0,5,8.0,,7058
347221,1005483,P00047942,F,26-35,6,B,3,0.0,5,13.0,,5410
347222,1005483,P00052642,F,26-35,6,B,3,0.0,5,14.0,,8821
347223,1005483,P00068942,F,26-35,6,B,3,0.0,5,,,3560
347224,1005483,P00191242,F,26-35,6,B,3,0.0,3,4.0,12.0,10837
347225,1005483,P00021642,F,26-35,6,B,3,0.0,8,14.0,,8127
347226,1005483,P00354942,F,26-35,6,B,3,0.0,8,,,6091
347235,1005488,P00211142,M,26-35,15,C,1,0.0,5,,,6899
347236,1005488,P00052542,M,26-35,15,C,1,0.0,8,,,9789
347237,1005488,P00237542,M,26-35,15,C,1,0.0,1,15.0,16.0,19370
347238,1005488,P00148142,M,26-35,15,C,1,0.0,5,,,5188
347239,1005488,P00062842,M,26-35,15,C,1,0.0,1,2.0,13.0,11452
347240,1005488,P00285742,M,26-35,15,C,1,0.0,8,,,8082
347241,1005488,P00022442,M,26-35,15,C,1,0.0,8,16.0,,8142
347242,1005488,P00144242,M,26-35,15,C,1,0.0,5,14.0,,3528
347243,1005488,P00331242,M,26-35,15,C,1,0.0,12,17.0,,1431
347244,1005488,P00111642,M,26-35,15,C,1,0.0,1,3.0,4.0,7652
347312,1005500,P00216542,F,36-45,20,B,1,1.0,8,,,8087
347313,1005500,P00108942,F,36-45,20,B,1,1.0,8,,,9953
347314,1005500,P00205442,F,36-45,20,B,1,1.0,5,8.0,14.0,7048
347315,1005500,P00022742,F,36-45,20,B,1,1.0,8,,,10003
347638,1005546,P00117042,M,18-25,14,C,1,0.0,1,2.0,5.0,19032
347695,1005554,P00184242,M,26-35,1,B,1,0.0,9,15.0,,23531
347696,1005554,P00270542,M,26-35,1,B,1,0.0,1,6.0,8.0,8255
347697,1005554,P00198742,M,26-35,1,B,1,0.0,1,2.0,11.0,11501
348063,1005609,P00130542,F,51-55,1,C,1,1.0,8,,,7856
348532,1005680,P00085242,M,51-55,20,A,4+,0.0,8,14.0,17.0,9777
348533,1005680,P00313642,M,51-55,20,A,4+,0.0,6,10.0,,16470
348534,1005680,P00161842,M,51-55,20,A,4+,0.0,10,13.0,16.0,19101
348535,1005680,P00084442,M,51-55,20,A,4+,0.0,13,16.0,,928
348536,1005680,P00089042,M,51-55,20,A,4+,0.0,13,,,762
348537,1005680,P00189642,M,51-55,20,A,4+,0.0,8,13.0,,5828
349385,1005808,P00121342,F,26-35,7,C,2,1.0,1,5.0,18.0,19178
349386,1005808,P00028842,F,26-35,7,C,2,0.0,6,8.0,,16030
349581,1005838,P00093242,F,46-50,7,B,0,1.0,8,,,9964
349582,1005838,P00158242,F,46-50,7,B,0,1.0,6,8.0,,16412
349583,1005838,P00173542,F,46-50,7,B,0,1.0,5,8.0,,8719
349584,1005838,P00276342,F,46-50,7,B,0,1.0,5,,,5155
349585,1005838,P00033942,F,46-50,7,B,0,1.0,5,,,7078
349586,1005838,P00046742,F,46-50,7,B,0,1.0,1,2.0,15.0,11779
349587,1005838,P00220142,F,46-50,7,B,0,1.0,1,15.0,,15780
349588,1005838,P00053942,F,46-50,7,B,0,1.0,1,2.0,5.0,3832
349589,1005838,P00227942,F,46-50,7,B,0,1.0,2,5.0,,3636
349626,1005844,P00110942,F,0-17,10,C,1,0.0,1,2.0,,15262
349627,1005844,P00114942,F,0-17,10,C,1,0.0,1,15.0,16.0,7600
349628,1005844,P00004142,F,0-17,10,C,1,0.0,8,17.0,,9736
349629,1005844,P00127842,F,0-17,10,C,1,0.0,1,2.0,15.0,15199
349630,1005844,P00106742,F,0-17,10,C,1,0.0,3,5.0,,13465
349710,1005856,P00178942,F,26-35,7,B,3,0.0,5,8.0,,1979
349711,1005856,P00184142,F,26-35,7,B,3,0.0,8,14.0,,5961
349712,1005856,P00197442,F,26-35,7,B,3,0.0,8,14.0,,9961
349713,1005856,P00265242,F,26-35,7,B,3,0.0,5,8.0,,3521
349714,1005856,P00319042,F,26-35,7,B,3,0.0,5,,,1955
349817,1005879,P00241642,M,36-45,7,A,4+,1.0,1,2.0,11.0,12053
349818,1005879,P00140742,M,36-45,7,A,4+,1.0,1,15.0,,18975
349819,1005879,P00015842,M,36-45,7,A,4+,1.0,1,14.0,16.0,15833
349871,1005884,P00034742,M,18-25,4,C,3,0.0,5,14.0,17.0,2028
349872,1005884,P00111142,M,18-25,4,C,3,0.0,1,15.0,16.0,18964
349873,1005884,P00157642,M,18-25,4,C,3,0.0,1,14.0,16.0,11418
349874,1005884,P00127642,M,18-25,4,C,3,0.0,1,2.0,15.0,11468
349995,1005901,P00212542,F,36-45,7,C,4+,1.0,8,14.0,,6011
349996,1005901,P00327242,F,36-45,7,C,4+,1.0,5,8.0,,6965
350158,1005936,P00052842,M,18-25,4,C,4+,0.0,10,15.0,,23092
350159,1005936,P00111942,M,18-25,4,C,4+,0.0,8,17.0,,9997
350263,1005955,P00110942,F,26-35,7,A,1,0.0,1,2.0,,19652
350264,1005955,P00190742,F,26-35,7,A,1,0.0,3,4.0,9.0,10596
350265,1005955,P0097242,F,26-35,7,A,1,0.0,1,16.0,,15418
350266,1005955,P00233442,F,26-35,7,A,1,0.0,1,2.0,15.0,15416
350267,1005955,P00222242,F,26-35,7,A,1,0.0,1,2.0,13.0,15297
350268,1005955,P00142142,F,26-35,7,A,1,0.0,1,2.0,15.0,11606
350269,1005955,P00151742,F,26-35,7,A,1,0.0,8,15.0,16.0,4022
350270,1005955,P00115242,F,26-35,7,A,1,0.0,5,8.0,,8638
350271,1005955,P00260042,F,26-35,7,A,1,0.0,5,8.0,,7004
350272,1005955,P00033642,F,26-35,7,A,1,0.0,5,8.0,,5407
350273,1005955,P00127042,F,26-35,7,A,1,0.0,4,5.0,,2848
350274,1005955,P00302042,F,26-35,7,A,1,0.0,5,,,5222
350275,1005955,P00019842,F,26-35,7,A,1,0.0,5,,,5451
350276,1005955,P00022842,F,26-35,7,A,1,0.0,5,,,6929
350277,1005955,P0009942,F,26-35,7,A,1,0.0,5,,,6874
350356,1005965,P00186142,M,26-35,17,C,1,1.0,1,2.0,4.0,11445
350357,1005965,P00235242,M,26-35,17,C,1,1.0,8,,,5992
350376,1005972,P00120542,F,26-35,20,B,0,0.0,8,14.0,,10002
350377,1005972,P00147942,F,26-35,20,B,0,0.0,1,16.0,,19451
350378,1005972,P00112142,F,26-35,20,B,0,0.0,1,2.0,14.0,19433
350379,1005972,P00190242,F,26-35,20,B,0,0.0,4,5.0,,2819
350380,1005972,P00230342,F,26-35,20,B,0,0.0,5,14.0,,6862
350392,1005978,P00322042,M,36-45,1,B,2,0.0,5,8.0,,8611
350393,1005978,P00181842,M,36-45,1,B,2,0.0,11,,,1696
350394,1005978,P00298542,M,36-45,1,B,2,0.0,16,,,8211
350395,1005978,P00193642,M,36-45,1,B,2,0.0,2,3.0,4.0,12905
350396,1005978,P00051442,M,36-45,1,B,2,0.0,8,17.0,,10041
350397,1005978,P00339342,M,36-45,1,B,2,0.0,1,,,7947
350398,1005978,P00221142,M,36-45,1,B,2,0.0,1,,,15390
350399,1005978,P00191642,M,36-45,1,B,2,0.0,3,4.0,12.0,8065
350429,1005985,P00196442,F,18-25,4,C,0,0.0,5,,,7087
350430,1005985,P00285342,F,18-25,4,C,0,0.0,5,8.0,,7089
350431,1005985,P00329442,F,18-25,4,C,0,0.0,5,8.0,,5292
350432,1005985,P00271942,F,18-25,4,C,0,0.0,5,8.0,,7046
350433,1005986,P00086642,F,55+,1,B,4+,0.0,8,,,8110
350434,1005986,P00086042,F,55+,1,B,4+,0.0,8,14.0,17.0,7783
350740,1006036,P00229942,F,26-35,15,B,4+,0.0,5,,,1851
350741,1006036,P00278642,F,26-35,15,B,4+,0.0,5,,,7002
350742,1006036,P00185842,F,26-35,15,B,4+,0.0,4,5.0,15.0,2168
350743,1006036,P00240142,F,26-35,15,B,4+,0.0,5,,,8621
350744,1006036,P00229742,F,26-35,15,B,4+,0.0,1,16.0,,15187
350745,1006036,P00004342,F,26-35,15,B,4+,0.0,8,,,8118
350746,1006036,P00249042,F,26-35,15,B,4+,0.0,7,,,20613
350747,1006036,P00110442,F,26-35,15,B,4+,0.0,7,,,12835
350748,1006036,P00252842,F,26-35,15,B,4+,0.0,8,,,7981
350749,1006036,P00114942,F,26-35,15,B,4+,0.0,1,15.0,16.0,19005
350750,1006036,P00184142,F,26-35,15,B,4+,0.0,8,14.0,,9832
350751,1006036,P00141542,F,26-35,15,B,4+,0.0,5,,,6934
350752,1006036,P00112242,F,26-35,15,B,4+,0.0,5,8.0,14.0,7007
350753,1006036,P00102542,F,26-35,15,B,4+,0.0,8,,,7796
350754,1006036,P00121042,F,26-35,15,B,4+,0.0,15,,,17347
350755,1006036,P00010742,F,26-35,15,B,4+,0.0,1,8.0,17.0,19682
350756,1006036,P00289342,F,26-35,15,B,4+,0.0,5,8.0,14.0,7099
350757,1006036,P00193842,F,26-35,15,B,4+,0.0,11,16.0,,5898
350758,1006036,P00197742,F,26-35,15,B,4+,0.0,14,,,10966
350759,1006036,P00142342,F,26-35,15,B,4+,0.0,5,,,5380
350760,1006036,P00150342,F,26-35,15,B,4+,0.0,8,14.0,,8065
350761,1006036,P00184642,F,26-35,15,B,4+,0.0,8,14.0,,8056
350762,1006036,P00289742,F,26-35,15,B,4+,0.0,8,,,5866
350763,1006036,P00060242,F,26-35,15,B,4+,0.0,3,4.0,,8334
350764,1006036,P00204242,F,26-35,15,B,4+,0.0,6,8.0,,7989
350765,1006036,P00205842,F,26-35,15,B,4+,0.0,5,,,5241
350766,1006036,P00126842,F,26-35,15,B,4+,0.0,8,,,5987
350767,1006036,P00242542,F,26-35,15,B,4+,0.0,5,8.0,14.0,5281
350768,1006036,P00192542,F,26-35,15,B,4+,0.0,1,2.0,9.0,12122
350769,1006036,P00191442,F,26-35,15,B,4+,0.0,1,2.0,15.0,12011
350770,1006036,P00042942,F,26-35,15,B,4+,0.0,1,15.0,,7874
350862,1000015,P00071242,M,26-35,7,A,1,0.0,1,15.0,16.0,12051
350863,1000015,P00262242,M,26-35,7,A,1,0.0,1,11.0,16.0,15412
350864,1000015,P00289842,M,26-35,7,A,1,0.0,1,16.0,,15727
350865,1000015,P00250842,M,26-35,7,A,1,0.0,8,,,6064
350866,1000015,P00118042,M,26-35,7,A,1,0.0,8,,,5826
350867,1000015,P00270242,M,26-35,7,A,1,0.0,8,,,6119
350868,1000015,P00153642,M,26-35,7,A,1,0.0,8,,,7785
350869,1000015,P00224142,M,26-35,7,A,1,0.0,8,,,8133
350870,1000015,P00074642,M,26-35,7,A,1,0.0,5,9.0,14.0,5477
350871,1000015,P00340642,M,26-35,7,A,1,0.0,5,,,5275
350872,1000015,P00148742,M,26-35,7,A,1,0.0,8,17.0,,7781
350873,1000015,P00307642,M,26-35,7,A,1,0.0,5,6.0,,3432
350874,1000015,P00256042,M,26-35,7,A,1,0.0,6,8.0,16.0,12702
350875,1000015,P00062842,M,26-35,7,A,1,0.0,1,2.0,13.0,15918
